num_rows;id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
12800;26069841;Stanza/e in villa bellissima;13862732;Enrico;VI Roma delle Torri;Private room;32;2.0;2;21/12/2020;0.14;1.0;179.0;1
12801;26070506;MINEVRA bagno privato esterno Feronia Guest House;193836592;Giuseppe;I Centro Storico;Private room;89;2.0;1;23/09/2018;0.03;5.0;363.0;0
12802;26070648;REGINA Room Feronia Guest House;193836592;Giuseppe;I Centro Storico;Private room;139;2.0;2;09/10/2018;0.05;5.0;357.0;0
12803;26073517;Gorgeous HouseTrastevere. Charming apartment!;195545694;Walter;I Centro Storico;Entire home/apt;89;2.0;35;12/10/2021;0.88;1.0;252.0;5
12804;26074951;Fantaghiro'  cuore di trastevere ❤️...;174642590;Luisa;I Centro Storico;Private room;46;1.0;162;30/11/2021;3.84;2.0;167.0;60
12805;26076995;Beautiful room in a famous Italian  Neighborhood;9629014;Micky;II Parioli/Nomentano;Private room;28;2.0;17;31/01/2021;0.40;2.0;99.0;1
12806;26079496;Colosseo Morfeo Suite Guest House;196006169;Federica;I Centro Storico;Entire home/apt;125;3.0;10;25/12/2019;0.24;3.0;82.0;0
12807;26081918;Lovely apartment in central Rome with garden;19283795;Andrea;I Centro Storico;Entire home/apt;65;1.0;65;28/08/2021;1.55;1.0;115.0;5
12808;26090340;Kasa Trilussa;145184809;Lidia;I Centro Storico;Entire home/apt;80;2.0;26;04/01/2020;0.62;1.0;75.0;0
12810;26095779;Cuore del 900';76052176;Giorgio;II Parioli/Nomentano;Entire home/apt;35;1.0;22;14/01/2019;0.52;1.0;0.0;0
12811;26099336;Roma Centrale Fidelis 3 Wide Luxury in the Center;196173544;Alessandro;I Centro Storico;Private room;68;3.0;23;30/10/2021;0.55;3.0;72.0;8
12812;26117421;Large Sunny Room a stroll from colosseum;78491750;Rima;I Centro Storico;Private room;35;1.0;25;16/11/2019;0.62;3.0;8.0;0
12813;26122650;Musei Vaticani Stylish Apartment;196336353;Gabriella;I Centro Storico;Entire home/apt;85;2.0;46;13/06/2021;1.10;1.0;230.0;2
12814;26124416;D@HOME;196370977;Sara;VII San Giovanni/Cinecittà;Entire home/apt;50;1.0;99;31/07/2020;2.35;1.0;1.0;0
12816;26130671;Lilli Vatican White Domus - Apartment;59570177;Salvatore;I Centro Storico;Entire home/apt;81;1.0;16;20/11/2021;0.38;2.0;290.0;4
12817;26130961;Colosseo Morfeo Suite double Room;196006169;Federica;I Centro Storico;Private room;52;2.0;90;15/10/2021;2.17;3.0;84.0;10
12818;26131631;Guest Suite nearby Roma-Ciampino Airport;104260308;Noi;VII San Giovanni/Cinecittà;Entire home/apt;63;1.0;96;20/08/2021;2.27;3.0;174.0;1
12819;26131769;La bella Roma;196426658;Fabio;IV Tiburtina;Entire home/apt;35;1.0;7;02/01/2020;0.18;1.0;0.0;0
12820;26132772;Alice Vatican Double Room with St. Peter’s view;69525114;Alice;I Centro Storico;Private room;65;2.0;3;18/10/2021;0.08;5.0;238.0;2
12821;26140842;Ospitalità ed accoglienza;123582300;Cristina;VIII Appia Antica;Private room;34;7.0;64;29/09/2020;1.52;1.0;343.0;0
12822;26142222;glicini apartments;183323456;Stefano;V Prenestino/Centocelle;Entire home/apt;37;3.0;7;31/12/2019;0.22;4.0;0.0;0
12823;26144906;Mini appartamento S. Pietro;31921591;Lorenzo;XIII Aurelia;Entire home/apt;80;7.0;115;21/02/2020;2.72;1.0;68.0;0
12824;26145654;Delizioso appartamento centrale e ben collegato;42583400;Antonio;II Parioli/Nomentano;Entire home/apt;65;2.0;8;09/10/2019;0.19;1.0;0.0;0
12826;26146601;Cosy flat near Colosseum - Piazza Dante;196532620;Flavia;I Centro Storico;Entire home/apt;1500;2.0;41;08/09/2021;0.97;1.0;350.0;14
12827;26146615;White Loft in Trastevere;3134996;Francesca;I Centro Storico;Entire home/apt;99;3.0;9;21/06/2019;0.22;8.0;182.0;0
12828;26148680;Romantica Rooms;196552106;Mirella;I Centro Storico;Private room;85;2.0;4;31/03/2019;0.09;5.0;304.0;0
12829;26148715;Eli;195677793;Liliana;X Ostia/Acilia;Private room;42;2.0;11;20/10/2019;0.27;4.0;99.0;0
12830;26149832;Roma Centrale Fidelis 2 A due passi dalla STORIA;196173544;Alessandro;I Centro Storico;Private room;51;3.0;31;22/08/2020;0.74;3.0;78.0;0
12831;26151055;COLOSSEO-Trastevere House  ,1-8pax ,500mt Metro;3862357;Stefano;VIII Appia Antica;Entire home/apt;45;14.0;17;31/10/2020;0.41;11.0;120.0;0
12832;26151625;EARTH;58023440;Andrea;I Centro Storico;Entire home/apt;96;1.0;3;09/06/2021;0.09;3.0;122.0;2
12833;26152534;Design-Savvy Apartment in Monti;1369759;Angelo;I Centro Storico;Entire home/apt;81;3.0;48;24/10/2021;1.14;29.0;26.0;3
12834;26152787;Modern and bright 2 bed flat near San Peter;196571710;Massimiliano;I Centro Storico;Entire home/apt;65;2.0;83;05/12/2021;1.97;1.0;304.0;24
12835;26152848;Cozy apartment few steps away from Piazza Navona;156312379;Arte Apartments 2;I Centro Storico;Entire home/apt;102;2.0;72;04/03/2020;1.82;3.0;0.0;0
12836;26153046;Kandinsky flat;13195;Simon;V Prenestino/Centocelle;Entire home/apt;53;30.0;2;20/08/2019;0.07;2.0;0.0;0
12837;26153418;Roma Centrale Fidelis Superior Historic Center;196173544;Alessandro;I Centro Storico;Private room;44;2.0;6;16/10/2021;0.14;3.0;75.0;2
12838;26155501;Ale e Eli;195677793;Liliana;X Ostia/Acilia;Entire home/apt;75;2.0;24;13/09/2020;0.57;4.0;99.0;0
12839;26155683;Luxury and classy apartment in the Jewish district;196593880;David;I Centro Storico;Entire home/apt;129;2.0;62;30/11/2021;1.58;2.0;278.0;29
12840;26157775;Elegant Modern Apartment near Termini;130020536;Pietro;I Centro Storico;Entire home/apt;150;2.0;5;17/10/2021;0.12;2.0;107.0;1
12841;26159053;Living Rome near the sea;191340496;Laura;X Ostia/Acilia;Entire home/apt;65;5.0;2;27/07/2018;0.05;1.0;0.0;0
12842;26170814;TRASTEVERE-Colosseo House, 1-8pax,80mq ,on Metro;3862357;Stefano;VIII Appia Antica;Entire home/apt;47;14.0;11;24/10/2019;0.26;11.0;120.0;0
12844;26173555;GLICINI GUESTHOUSE (stanza le roccie);183323456;Stefano;V Prenestino/Centocelle;Private room;52;1.0;2;26/07/2019;0.05;4.0;134.0;0
12846;26180299;Ale e Eli 2;195677793;Liliana;X Ostia/Acilia;Entire home/apt;46;2.0;24;18/11/2020;0.58;4.0;192.0;0
12847;26180626;LUXURY APARTMENT'S CENTER;196775325;Giuseppe;I Centro Storico;Entire home/apt;150;2.0;64;04/12/2021;1.55;2.0;188.0;8
12848;26181504;NEW NICE APARTMENT IN VIA VENETO AREA;196783108;Elvira;I Centro Storico;Entire home/apt;161;2.0;69;09/03/2020;1.65;2.0;0.0;0
12849;26186491;VERY NICE APARTMENT IN VIA VENETO AREA;196783108;Elvira;I Centro Storico;Entire home/apt;161;2.0;35;05/11/2019;0.85;2.0;0.0;0
12850;26187971;Cosy apartment in Via Coronari, strategic location;36591128;Costanza;I Centro Storico;Entire home/apt;172;1.0;59;13/09/2020;1.41;1.0;0.0;0
12851;26190618;A Treasure in the Exclusive Jewish Area;196593880;David;I Centro Storico;Entire home/apt;125;1.0;82;25/11/2021;2.04;2.0;309.0;31
12852;26192563;Grazioso appartamentino per soggiorni romani;143677997;Nadia;VII San Giovanni/Cinecittà;Entire home/apt;50;5.0;24;04/10/2021;0.57;1.0;352.0;1
12853;26195032;largo dei librari tra campo de fiori   Trastevere#;196362688;Andrea;I Centro Storico;Entire home/apt;61;2.0;132;02/12/2021;3.15;1.0;304.0;33
12854;26205631;Suite Colosseo;196963160;Massimiliano;I Centro Storico;Entire home/apt;165;1.0;23;12/09/2021;0.59;1.0;313.0;5
12855;26206356;COLOSSEO-MEXICO ! Apartment 1-8pax,near Metro;3862357;Stefano;VIII Appia Antica;Entire home/apt;45;14.0;3;12/10/2019;0.08;11.0;210.0;0
12856;26207945;Villa Marcigliana;40659325;Momo;III Monte Sacro;Entire home/apt;581;7.0;3;05/10/2019;0.08;12.0;318.0;0
12857;26211619;A casa di Vale;63218811;Valeria;VII San Giovanni/Cinecittà;Entire home/apt;70;2.0;11;21/10/2018;0.26;1.0;127.0;0
12858;26213991;Red Room;193595098;Jukebox & Rooms;VII San Giovanni/Cinecittà;Private room;99;2.0;1;24/10/2019;0.04;5.0;109.0;0
12860;26214389;San Giovanni in Laterano Morfeo double room;196006169;Federica;I Centro Storico;Private room;50;2.0;85;22/09/2021;2.04;3.0;86.0;8
12861;26214842;Boutique Hotel Vibes at a Richly-textured Designer Haven;3591944;Giuliano;I Centro Storico;Entire home/apt;197;3.0;44;10/11/2021;1.05;5.0;270.0;7
12864;26216561;Beautiful room in Pigneto neighbourhood;3508565;G;VII San Giovanni/Cinecittà;Private room;32;4.0;62;07/11/2021;1.49;4.0;0.0;4
12865;26217443;Roma, casa indipendente a 250 metri Metro C Mirti;197038219;Fabio;V Prenestino/Centocelle;Entire home/apt;72;1.0;2;03/10/2019;0.05;1.0;322.0;0
12866;26224315;casa Paolo in Trastevere;18731864;Paolo;XII Monte Verde;Entire home/apt;90;3.0;3;02/01/2020;0.10;4.0;9.0;0
12867;26230555;Stanza con WiFi e bagno privato;197127767;Doina;IV Tiburtina;Private room;42;1.0;12;03/02/2020;0.30;1.0;363.0;0
12869;26243393;Verità room Trastevere&Center - / also ★LONG TERM★;5265232;Daniela & Friends;I Centro Storico;Private room;1000;1.0;7;01/05/2019;0.17;18.0;365.0;0
12870;26244041;AVENTINO  room Trastevere  / also ★LONG TERM★;5265232;Daniela & Friends;I Centro Storico;Private room;1500;1.0;10;27/10/2019;0.24;18.0;365.0;0
12871;26246705;A casa di Mena - Roma San Pietro;197263278;Marco;I Centro Storico;Entire home/apt;65;14.0;27;01/10/2020;0.69;1.0;99.0;0
12873;26248561;Walk to Art Galleries from a Colorful Trastevere Apartment;197285575;Franziska;I Centro Storico;Entire home/apt;107;3.0;57;28/10/2021;1.38;2.0;356.0;7
12874;26248617;BigFamilyFlats-Basilica Suite;5265232;Daniela & Friends;VII San Giovanni/Cinecittà;Entire home/apt;3000;1.0;16;29/12/2019;0.40;18.0;365.0;0
12875;26252931;Fly to St. Peter's Nest@Vatican;159181327;Manuela & Nerina;XIII Aurelia;Entire home/apt;64;2.0;68;08/01/2020;1.63;1.0;161.0;0
12876;26253520;Nice place 10 minutes from the city center;38103463;Hélène;II Parioli/Nomentano;Private room;20;1.0;9;24/09/2018;0.21;2.0;0.0;0
12877;26254159;La Perla del mare;158266017;Anna;X Ostia/Acilia;Private room;40;1.0;23;19/08/2021;0.58;1.0;222.0;5
12878;26255834;Daddy's House Trastevere  4 guest;17230120;Elisabetta;I Centro Storico;Entire home/apt;110;2.0;35;01/12/2021;0.98;9.0;352.0;5
12879;26256702;Rome center;57219225;Polash;I Centro Storico;Private room;42;2.0;9;21/11/2021;0.22;5.0;355.0;2
12880;26260318;Casa al Mare;16321262;Giorgia;X Ostia/Acilia;Entire home/apt;80;3.0;2;11/04/2019;0.05;1.0;6.0;0
12881;26263974;Vatican Home in Rome - Suite St.Peter's View;18092316;Sonja;I Centro Storico;Entire home/apt;86;3.0;54;07/10/2021;1.29;1.0;11.0;1
12882;26273721;BigFamilyFlats - perfect for big groups/Trastevere;5265232;Daniela & Friends;I Centro Storico;Entire home/apt;3000;1.0;14;05/07/2021;0.34;18.0;357.0;1
12884;26275147;Central,  light , whole apartment, top floor.;197476089;Bianca;VII San Giovanni/Cinecittà;Entire home/apt;60;3.0;43;19/09/2021;1.05;1.0;5.0;2
12885;26293171;BB 30 Rome - Marlene Dietrich Room;510224;Evan;XI Arvalia/Portuense;Private room;65;1.0;1;04/11/2019;0.04;2.0;341.0;0
12886;26293374;BigFamilyFlats-ideal for big groups -Vatican-10pax;5265232;Daniela & Friends;I Centro Storico;Entire home/apt;198;2.0;18;21/11/2021;0.43;18.0;296.0;6
12887;26301642;Beb la Lupa stanza piazza venezia;103488090;Tamara;XIV Monte Mario;Private room;40;1.0;3;22/09/2018;0.07;4.0;0.0;0
12888;26309845;Piccolomini San Peter Terrace Flat;132749867;Andrea;XIII Aurelia;Entire home/apt;144;1.0;39;09/10/2021;0.96;3.0;345.0;9
12890;26311760;LUXURY SUITE at  mt. 50 from P.zza di Spagna;197851098;Brigitta;I Centro Storico;Private room;110;2.0;95;07/11/2021;2.33;1.0;350.0;6
12891;26313523;Elegante Guest House zona Monti-Colosseo camera 1;193712505;Davide;I Centro Storico;Private room;50;1.0;41;05/11/2021;1.01;3.0;339.0;9
12892;26318511;Quiet and bright in San Lorenzo;197915673;Francesco;V Prenestino/Centocelle;Private room;50;5.0;22;21/11/2021;0.54;1.0;344.0;9
12893;26319797;Splendido trilocale nel centro di Ostia;18885538;Gianluca;X Ostia/Acilia;Entire home/apt;60;2.0;29;02/01/2020;0.71;1.0;222.0;0
12894;26322146;Cosy Central room, a stroll from Colosseum;78491750;Rima;I Centro Storico;Private room;46;1.0;21;10/06/2019;0.50;3.0;8.0;0
12895;26322511;Lovely Room in San Giovanni in Laterano;6329647;Luisa&Michela;I Centro Storico;Private room;40;1.0;73;17/10/2021;2.19;1.0;30.0;16
12896;26324924;PingHouse room 2;57652983;Leonardo;II Parioli/Nomentano;Private room;25;2.0;18;12/11/2021;0.44;2.0;345.0;1
12897;26328192;Virgilio Suite;8866803;Erika;I Centro Storico;Entire home/apt;450;1.0;28;14/11/2021;0.71;7.0;351.0;3
12898;26332002;Giolitti Suite;6624403;Raz;I Centro Storico;Entire home/apt;79;1.0;15;27/06/2021;0.36;1.0;342.0;2
12899;26346959;Quiet home 3 min to Metro San Paolo (Line B);6199820;Ingeborg;VIII Appia Antica;Private room;15;1.0;18;26/07/2019;0.44;1.0;120.0;0
12900;26355930;ALWAYS HOLIDAY TREVI fountain and Barberini square;168683490;Roberto;I Centro Storico;Entire home/apt;131;1.0;46;28/11/2021;1.16;5.0;320.0;5
12901;26357400;House with garden “ Termini station”;191025988;Silvia;I Centro Storico;Entire home/apt;59;3.0;68;29/11/2021;1.64;1.0;331.0;9
12902;26360585;Anagnina Home;198234560;Simone E Mara;VII San Giovanni/Cinecittà;Entire home/apt;30;1.0;22;13/10/2020;0.53;1.0;0.0;0
12903;26360950;King Deluxe Suite - Central Domus Roma;77504062;Lorenzo;I Centro Storico;Private room;103;3.0;2;15/05/2019;0.06;3.0;180.0;0
12904;26362332;Standard Deluxe Room - Central Domus Roma;77504062;Lorenzo;I Centro Storico;Private room;90;3.0;2;14/11/2021;0.06;3.0;178.0;1
12905;26362854;Modern and Stylish Flat near Trastevere;183961335;Emiliano;XII Monte Verde;Entire home/apt;70;2.0;69;02/03/2020;1.65;1.0;37.0;0
12906;26362946;Central Domus Roma;77504062;Lorenzo;I Centro Storico;Entire home/apt;200;3.0;1;18/04/2019;0.03;3.0;176.0;0
12907;26371752;Luxurious loft district Trieste.;23292294;Barbara;II Parioli/Nomentano;Entire home/apt;40;1.0;253;04/12/2021;6.04;3.0;199.0;40
12909;26380141;Stanza a Roma. Ampia matrimoniale in appartamento;198370976;Federica;VI Roma delle Torri;Private room;25;1.0;88;06/12/2021;2.11;1.0;155.0;2
12910;26380338;Appartamento Parioli Salario Piazza Fiume Coppede;196335181;Giovanni;II Parioli/Nomentano;Entire home/apt;65;2.0;7;30/10/2018;0.18;1.0;0.0;0
12916;26383501;Roma modern apartment with classic flair;42286113;Felice;III Monte Sacro;Entire home/apt;150;7.0;1;21/09/2018;0.03;1.0;358.0;0
12917;26383840;Garbatella Apartment With Panoramic Balcony Views;5966192;Giulia;VIII Appia Antica;Entire home/apt;70;3.0;33;01/11/2020;0.80;1.0;1.0;0
12918;26385229;green butterfly house holiday;105677155;Butterfly House Holiday;I Centro Storico;Entire home/apt;53;2.0;25;30/11/2021;0.60;2.0;171.0;7
12919;26387335;Casa Ribes;146741936;Riccardo;I Centro Storico;Entire home/apt;60;2.0;33;29/12/2019;0.85;2.0;0.0;0
12920;26391118;BEB LA LUPA stanza san pietro;103488090;Tamara;XIV Monte Mario;Private room;40;1.0;6;17/09/2019;0.15;4.0;0.0;0
12922;26391455;BEB LA LUPA STANZA COLOSSEO;103488090;Tamara;XIV Monte Mario;Private room;55;1.0;3;23/09/2018;0.08;4.0;0.0;0
12923;26391680;Petit Bijou de Rome  Vatican  -Trastevere;142374062;Donatella;I Centro Storico;Entire home/apt;96;1.0;62;02/09/2021;1.51;3.0;296.0;6
12924;26407465;New apartment in Monti area;606542;Valentina;I Centro Storico;Entire home/apt;70;3.0;94;21/11/2021;2.25;2.0;288.0;26
12925;26408382;Babuino Superior - Spanish steps - NEW OPENING;2315268;Alessandra;I Centro Storico;Entire home/apt;92;1.0;16;24/10/2020;0.41;18.0;342.0;0
12926;26412766;Fontana di Trevi Design Apartment - NETFLIX;198597238;Christian E Veronika;I Centro Storico;Entire home/apt;93;2.0;77;28/10/2021;1.85;1.0;248.0;17
12927;26413139;Happyappio Rome;198605283;Massimiliano;VII San Giovanni/Cinecittà;Entire home/apt;71;2.0;43;22/12/2019;1.03;1.0;0.0;0
12929;26435467;Locanda del Lido;198780541;Maria;X Ostia/Acilia;Entire home/apt;100;3.0;10;17/08/2020;0.25;3.0;132.0;0
12930;26441063;Clacly 's Room appartamento con bagno condiviso;198157327;Claudia;V Prenestino/Centocelle;Private room;40;3.0;13;11/06/2019;0.33;1.0;36.0;0
12931;26441722;La Tana al Flaminio;37886229;Emanuele;II Parioli/Nomentano;Entire home/apt;90;2.0;33;19/09/2021;0.84;1.0;192.0;3
12932;26444801;4 people;184352369;Marco;I Centro Storico;Private room;99;2.0;34;23/08/2020;0.90;7.0;362.0;0
12933;26448959;Комната в Остии;158614805;Юлия;X Ostia/Acilia;Private room;30;1.0;55;03/11/2021;1.33;1.0;82.0;10
12934;26458115;BELSIANA STREET - Spanish Steps;198960749;Mirca;I Centro Storico;Entire home/apt;120;1.0;236;02/12/2021;5.77;2.0;50.0;58
12935;26460521;AmoRoma Suite Room8 Termini St. breakfast box inc.;198880137;Daniele;I Centro Storico;Private room;55;1.0;39;26/09/2021;1.06;11.0;215.0;7
12938;26466149;Superior Twin/Double with private Shower/bathroom2;32120137;Andrea;I Centro Storico;Hotel room;78;1.0;4;09/09/2021;0.11;6.0;365.0;1
12941;26471801;Cozy and Quiet Trastevere Apartment;122832802;Rosa;I Centro Storico;Entire home/apt;34;1.0;77;06/12/2021;1.92;1.0;55.0;25
12942;26473445;White_  Double Bed with extra bed and private bath;189979536;Akter;I Centro Storico;Private room;60;1.0;13;29/09/2019;0.31;7.0;173.0;0
12943;26477992;Casa Di Lella, a due passi dal Vaticano;163045613;Filippo;I Centro Storico;Entire home/apt;150;1.0;8;18/07/2021;0.21;3.0;37.0;2
12944;26480972;OSTIENSE cozy room-Trastevere -> also ★LONG TERM★;5265232;Daniela & Friends;I Centro Storico;Private room;1500;1.0;4;18/02/2020;0.10;18.0;365.0;0
12945;26481673;luxury loft  2 brms 2  bathrms - AC/Wi-Fi;171246686;T;I Centro Storico;Entire home/apt;126;3.0;24;14/11/2021;0.67;2.0;347.0;17
12946;26485946;NAVONA Luxury MINI Flat 6 - RHOME4U;35955623;Antonio & Valentina;I Centro Storico;Entire home/apt;69;2.0;85;11/03/2020;2.04;5.0;0.0;0
12947;26488075;PORTA PORTESE room - Trastevere / also ★LONG TERM★;5265232;Daniela & Friends;I Centro Storico;Private room;1500;1.0;6;07/09/2019;0.15;18.0;365.0;0
12949;26491880;PIRAMIDE room-Trastevere&Center / also ★LONG TERM★;5265232;Daniela & Friends;I Centro Storico;Private room;1500;1.0;5;05/01/2019;0.12;18.0;365.0;0
12950;26493065;Monti luxury apt near Colosseum - SP - ID 7389;35847840;Renato;I Centro Storico;Entire home/apt;240;2.0;2;10/06/2019;0.07;9.0;361.0;0
12952;26512074;Appartamento BAU;199393994;Silvio;II Parioli/Nomentano;Entire home/apt;113;1.0;4;06/01/2020;0.12;3.0;0.0;0
12953;26513590;Jubilee3- Luxury two bedrooms apartment in Vatican;43666664;Francesca;I Centro Storico;Entire home/apt;90;2.0;34;20/08/2021;0.86;3.0;283.0;2
12954;26513676;Lodging with view in front of Chiesa Nuova Dome;75351040;Ilaria;I Centro Storico;Entire home/apt;204;1.0;89;21/11/2021;2.27;1.0;137.0;24
12956;26515327;Appartamento HOLLY;199393994;Silvio;II Parioli/Nomentano;Entire home/apt;123;1.0;12;29/10/2019;0.33;3.0;0.0;0
12957;26515636;Monolocale con terrazzo locato per fini turistici;62485324;Fiore;I Centro Storico;Entire home/apt;50;3.0;63;29/11/2021;1.53;1.0;129.0;14
12958;26515961;Appartamento WOOD;199393994;Silvio;II Parioli/Nomentano;Entire home/apt;132;1.0;6;29/03/2019;0.15;3.0;0.0;0
12959;26521657;L'oleandro una casa vacanze nel cuore di Roma.;199448847;Alfredo;VII San Giovanni/Cinecittà;Entire home/apt;68;3.0;56;01/11/2021;1.35;1.0;346.0;9
12960;26527463;Il Platano - Testaccio;199514879;Massimo;I Centro Storico;Entire home/apt;70;2.0;58;21/11/2021;1.48;1.0;234.0;15
12961;26529655;Attico Vista Mare - Ostia - Castel Fusano;68608583;Giuseppe;X Ostia/Acilia;Entire home/apt;100;5.0;12;30/01/2020;0.30;1.0;0.0;0
12962;26530245;Ripetta Comfort Apartment;70327830;Luca;I Centro Storico;Entire home/apt;84;3.0;22;01/10/2020;0.53;3.0;342.0;0
12965;26552256;Single room ensuite bathroom;137328909;Roberto;I Centro Storico;Private room;69;1.0;1;07/06/2019;0.03;7.0;92.0;0
12966;26554846;Mocci Suite Apartment Prati;6519534;Alessia & Daniele;I Centro Storico;Entire home/apt;147;2.0;44;25/02/2020;1.09;25.0;158.0;0
12967;26555445;Piazza del popolo exclusive suite;199135848;Francesca;I Centro Storico;Entire home/apt;95;1.0;10;23/02/2020;0.26;1.0;0.0;0
12968;26559520;Room monolocale, Termini, 15 minuets from Colosseo;65608253;Parisa;I Centro Storico;Private room;50;1.0;86;21/08/2021;2.13;8.0;361.0;2
12971;26568561;“I Grilli” Casa vacanze con giardino a Monteverde;75564543;Giorgia;XII Monte Verde;Entire home/apt;70;3.0;22;28/09/2019;0.54;1.0;1.0;0
12972;26580699;Elegante Guest House zona Monti Colosseo Camera 2;121193271;Davide;I Centro Storico;Private room;50;1.0;36;29/11/2021;0.89;2.0;343.0;9
12973;26583202;Loft Navona;36608962;Federica;I Centro Storico;Entire home/apt;131;2.0;25;02/10/2021;0.62;6.0;267.0;6
12975;26585497;Elegante Guest House zona Monti Colosseo camera 3;193712505;Davide;I Centro Storico;Private room;50;1.0;19;04/11/2021;0.47;3.0;342.0;1
12976;26585661;Diamond room B&B Cornelia House Vatican S. Pietro;158594922;Alessandro;XIII Aurelia;Private room;36;2.0;79;02/12/2021;2.40;3.0;351.0;18
12978;26588100;HopeHome cozy studio apartament NO EXTRA COST;38566747;Isabella;V Prenestino/Centocelle;Entire home/apt;53;4.0;17;06/12/2021;0.60;1.0;13.0;12
12979;26588897;Good Vibes Rome comfort and quality;106936407;Luca;VII San Giovanni/Cinecittà;Entire home/apt;71;2.0;24;23/11/2021;0.58;1.0;325.0;4
12981;26591115;Room with Private Bathroom 102;198795685;Steffy George;II Parioli/Nomentano;Private room;53;1.0;2;02/05/2021;0.08;5.0;64.0;1
