num_rows;id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
12599;25471018;Maribea Rome Center 3;192232844;Ederito;I Centro Storico;Private room;102;2.0;43;13/09/2021;1.01;3.0;209.0;1
12600;25471607;Maribea Rome Center;192232844;Ederito;I Centro Storico;Private room;89;2.0;65;22/10/2021;1.52;3.0;168.0;19
12601;25471699;Colosseum, apartment with patio&garden;192249250;Francesca;I Centro Storico;Entire home/apt;80;2.0;28;25/02/2020;0.66;1.0;1.0;0
12602;25471835;Villetta vicino la metro A;21162337;Claudia;XIII Aurelia;Private room;30;1.0;35;25/11/2021;0.84;3.0;0.0;15
12605;25482836;Wonderful duplex apartment on the center of Rome.;192326617;Simone;I Centro Storico;Entire home/apt;64;1.0;93;27/11/2021;2.24;4.0;277.0;18
12606;25486419;Room Estate with PRIVATE BATHROOM in ROME;191248132;Le Quattro Stagioni;V Prenestino/Centocelle;Private room;30;3.0;29;25/10/2019;0.68;1.0;0.0;0
12608;25496574;Double single use private bathroom kitchen terrace;142362520;Residenza Cernaia;I Centro Storico;Private room;35;1.0;1;15/06/2021;0.17;10.0;0.0;1
12609;25496979;Studio Trevi Due, vista panoramica sulla città;36031587;Andrea;I Centro Storico;Entire home/apt;300;2.0;4;13/10/2019;0.11;4.0;5.0;0
12612;25498227;Intero appartamento 1, Delizioso e confortevole;36031587;Andrea;I Centro Storico;Entire home/apt;300;2.0;23;10/10/2019;0.54;4.0;6.0;0
12613;25498779;Trevi Apartment 3 Ampio appartamento;36031587;Andrea;I Centro Storico;Entire home/apt;300;2.0;8;22/12/2019;0.19;4.0;20.0;0
12614;25501578;House in The Light B&B - Harmony;192234497;Massimo;I Centro Storico;Private room;50;1.0;10;29/10/2019;0.24;4.0;267.0;0
12615;25501961;House in the Light B&B - White;192234497;Massimo;I Centro Storico;Private room;45;1.0;22;28/10/2020;0.52;4.0;262.0;0
12616;25502095;House in the Light B&B - Glamour;192234497;Massimo;XIV Monte Mario;Private room;50;1.0;24;24/10/2020;0.57;4.0;265.0;0
12617;25502411;Quiet pied a terre & private terrace in Borgo Pio;1764914;Marzia;I Centro Storico;Entire home/apt;100;3.0;27;08/08/2021;0.64;25.0;360.0;6
12618;25507638;Elegant city center apartment near Campo De Fiori;38824909;Giulia E Tiziana;I Centro Storico;Entire home/apt;80;1.0;77;25/11/2021;1.84;1.0;360.0;18
12620;25513832;Lady Sunshine;192530856;Fabrizia;VII San Giovanni/Cinecittà;Entire home/apt;40;3.0;1;23/06/2018;0.02;1.0;0.0;0
12621;25513897;Single or double room, ONLY WOMEN, close metro A;192530259;Caterina;VII San Giovanni/Cinecittà;Private room;20;1.0;21;30/05/2019;0.50;1.0;0.0;0
12622;25513967;Comfortable and cozy room near the metro and WiFi;192528412;Virginia;VI Roma delle Torri;Private room;19;1.0;55;15/10/2021;1.34;1.0;34.0;8
12623;25514233;casaaarcobaleno;9201591;Loretta;XI Arvalia/Portuense;Private room;50;2.0;17;21/07/2021;0.40;6.0;362.0;1
12624;25523589;Mr. Charlie Brown ,Vatican city;171754093;Mattia;I Centro Storico;Private room;45;1.0;45;21/03/2021;1.06;5.0;90.0;2
12626;25526572;Bright and spacious room 2 mins to Mirti C line;16228913;Giulia;V Prenestino/Centocelle;Private room;45;3.0;10;04/11/2021;0.24;1.0;363.0;3
12627;25532123;Rent in Trastevere!;192649324;Barbara;I Centro Storico;Private room;25;5.0;7;25/09/2018;0.16;2.0;252.0;0
12628;25533310;Bed and breakfast zona Vaticano;48715784;Valentina;XIII Aurelia;Hotel room;80;1.0;1;30/09/2018;0.03;3.0;365.0;0
12629;25533537;Seminario 87_ casa d’autore al Pantheon;4380541;Alessandro E Aurelia;I Centro Storico;Entire home/apt;266;2.0;44;05/12/2021;1.13;1.0;312.0;3
12630;25533762;Big bright apartment in Southern Rome, with A/C;36141698;Daniele;IX Eur;Entire home/apt;300;1.0;37;17/07/2019;0.92;2.0;0.0;0
12631;25534637;Comfortable Studio Flat near St. Peter Church;33369667;Michele;XIII Aurelia;Entire home/apt;78;3.0;39;10/10/2021;1.01;1.0;77.0;5
12632;25534970;Corona Clean Artist's Apartment Vittorio;1796791;Ursula E Carlo;I Centro Storico;Entire home/apt;127;3.0;26;04/10/2021;0.61;1.0;13.0;4
12633;25537128;Domus St John holiday home in Rome;191206637;Mirella;VII San Giovanni/Cinecittà;Entire home/apt;162;1.0;8;06/08/2021;0.19;1.0;311.0;1
12635;25559818;X i vostri momenti trasgressivi.  Leggere profilo.;192818185;Franco;IX Eur;Private room;55;1.0;1;01/10/2018;0.03;1.0;364.0;0
12636;25561941;BOMBONIERA ALL’APPIO LATINO A 100 mt DALLA METRO;90180952;Martina;VII San Giovanni/Cinecittà;Entire home/apt;70;2.0;13;01/01/2019;0.31;2.0;194.0;0
12637;25564806;iFlat | Nomentana Cozy Apartment with Terrace;23532561;IFlat;IV Tiburtina;Entire home/apt;80;2.0;3;29/07/2018;0.07;175.0;0.0;0
12638;25566938;iFlat | Monti Stairway to Heaven;23532561;IFlat;I Centro Storico;Entire home/apt;217;2.0;121;14/11/2021;2.84;175.0;142.0;8
12639;25567471;VATICAN FLOWERS II;7032293;Vaticanflowers;XIV Monte Mario;Entire home/apt;71;2.0;82;05/11/2021;1.93;5.0;348.0;6
12640;25568660;Elegant Vatican Metro & Golf Rome;142954102;Enrico;XIII Aurelia;Entire home/apt;71;1.0;61;05/12/2021;1.45;1.0;250.0;12
12641;25570955;Shabby Chic Luxury Flat Roma Monte Mario Garden;16523531;Massimiliano;XIV Monte Mario;Entire home/apt;123;1.0;6;28/11/2021;0.14;4.0;318.0;2
12642;25571071;Navona-Pantheon comfortable suite for 3 people;192874394;Anastasia;I Centro Storico;Entire home/apt;115;3.0;75;25/02/2020;1.76;1.0;0.0;0
12643;25571080;Accogliente Appartamento in Stile Moderno vicino ai Musei Vaticani;14372641;Mimì Michele;I Centro Storico;Entire home/apt;56;1.0;192;02/12/2021;4.50;1.0;157.0;34
12646;25571939;EUR APARTMENT;192876498;Matteo;IX Eur;Entire home/apt;44;2.0;44;24/02/2020;1.03;1.0;311.0;0
12647;25572164;Roman apartment @Pigneto;192878083;Raquelita;V Prenestino/Centocelle;Entire home/apt;5000;3.0;54;08/03/2020;1.28;1.0;1.0;0
12649;25574533;On the roof of Trevi;94316400;Gioia;I Centro Storico;Entire home/apt;63;2.0;136;21/11/2021;3.22;2.0;340.0;18
12650;25576927;Paola Guest House;5614374;Paola;XII Monte Verde;Private room;71;1.0;29;25/10/2021;0.70;4.0;352.0;2
12651;25577884;Paola Guest House;5614374;Paola;XII Monte Verde;Private room;60;1.0;17;03/01/2020;0.40;4.0;351.0;0
12652;25603651;Vatican city room;28830819;Barbara;I Centro Storico;Private room;70;1.0;2;04/07/2018;0.05;1.0;0.0;0
12653;25613048;Charming Vatican;139242904;Manuel;XIII Aurelia;Entire home/apt;32;7.0;22;11/10/2020;0.52;2.0;311.0;0
12654;25616836;Casa vicino alle Catacombe;193057031;Nicoletta;VIII Appia Antica;Private room;40;1.0;7;24/09/2018;0.16;1.0;82.0;0
12655;25619579;Cuppolone Room at B&B Mazzini;24459917;Carol;I Centro Storico;Private room;45;1.0;23;19/11/2021;0.54;19.0;162.0;14
12656;25621491;Balconata Room at B&B Mazzini;24459917;Carol;I Centro Storico;Private room;45;1.0;16;08/08/2021;0.39;19.0;151.0;5
12657;25628393;The Architect Suite _ Pigneto;3765196;Andrea;V Prenestino/Centocelle;Entire home/apt;70;3.0;55;21/10/2021;1.32;1.0;342.0;4
12658;25648336;Asher’s House Colosseum Roma Centro;186483488;Maryana;VIII Appia Antica;Entire home/apt;60;1.0;38;09/02/2020;0.90;1.0;223.0;0
12660;25655320;Casa Sabrina Roma;193197543;Sabrina;XIII Aurelia;Entire home/apt;40;2.0;67;09/08/2021;1.58;1.0;283.0;2
12661;25655373;room in the center of room;106796234;Domenico;I Centro Storico;Private room;90;1.0;4;27/06/2018;0.09;4.0;341.0;0
12662;25656836;San Pietro house;192481843;Flavio;XIII Aurelia;Entire home/apt;150;1.0;32;28/11/2021;0.75;4.0;331.0;13
12663;25657380;camera singola con bagno privato;106796234;Domenico;I Centro Storico;Private room;59;1.0;1;16/06/2018;0.02;4.0;334.0;0
12664;25660912;Quarta Apartment Colosseum;193221958;Giorgio;I Centro Storico;Entire home/apt;164;3.0;34;06/03/2020;0.81;1.0;0.0;0
12665;25661308;B&B cult roma roof garden;65441001;Valentina;II Parioli/Nomentano;Private room;160;2.0;1;27/12/2019;0.04;4.0;359.0;0
12668;25693793;Apartment Angelo Emo 69;15640070;Marco E Stefania;I Centro Storico;Entire home/apt;71;3.0;7;08/12/2021;1.20;3.0;348.0;7
12669;25700250;Ｈotel Rome Love;193383016;Xiao Qiu;I Centro Storico;Private room;45;2.0;3;20/06/2019;0.07;1.0;24.0;0
12670;25704137;CAMERA ILLUMINATISSIMA Centrale;193396047;Flavia;VII San Giovanni/Cinecittà;Private room;35;1.0;8;02/01/2020;0.19;1.0;38.0;0
12671;25704899;Nomentana House;192826478;Alessandro;III Monte Sacro;Entire home/apt;75;2.0;13;06/12/2021;0.33;1.0;300.0;3
12672;25710302;Appartamento Turistico Laura;193416869;Walter;XIII Aurelia;Entire home/apt;116;1.0;42;04/07/2021;0.99;1.0;188.0;3
12673;25711129;Carpineto Room Metro C;193043715;Liana;V Prenestino/Centocelle;Private room;45;3.0;60;03/11/2019;1.41;1.0;69.0;0
12674;25713305;Casa Volver Rome;4638374;Mariateresa;I Centro Storico;Entire home/apt;76;2.0;5;29/09/2021;0.18;1.0;284.0;3
12675;25717359;New apartment for 6 people! Near Metro station;57136856;Biagio;V Prenestino/Centocelle;Entire home/apt;46;2.0;103;24/10/2021;2.44;2.0;262.0;18
12677;25733194;Caratteristico appartamento romano affacciato su Piazza di Campo de’ Fiori;49199837;Maria;I Centro Storico;Entire home/apt;90;2.0;189;22/11/2021;4.44;1.0;143.0;47
12678;25738170;Room with private bath and terrace in Trastevere;193528771;Leila;I Centro Storico;Private room;95;2.0;16;03/06/2019;0.38;2.0;262.0;0
12680;25758715;Domus Florea (@ Campo de' Fiori);193605643;Juse;I Centro Storico;Entire home/apt;103;2.0;64;21/11/2021;1.50;1.0;215.0;21
12681;25760498;Cas'Etta!;6103806;Flavia;VIII Appia Antica;Entire home/apt;60;1.0;51;25/04/2021;1.22;1.0;162.0;1
12682;25760711;Spacious, cozy, clean, close to metro colosseum.;193616485;Fabio;I Centro Storico;Entire home/apt;91;1.0;77;28/11/2021;1.86;1.0;263.0;17
12684;25766472;Nel borgo medievale di Isola Farnese.;193648673;Paolo;XV Cassia/Flaminia;Entire home/apt;69;2.0;25;17/09/2021;0.60;1.0;161.0;11
12685;25767851;iFlat | Monti Penthouse Panoramic Terrace;192653735;Andrea And Laura;I Centro Storico;Entire home/apt;229;2.0;109;30/11/2021;2.56;1.0;181.0;31
12687;25768778;Stanza + bagno privato vicino aereporto e spiagge;11008291;Frank;X Ostia/Acilia;Private room;49;1.0;6;19/08/2021;0.32;5.0;365.0;5
12688;25771604;Trevi appartamento di lusso con vista;193680684;Andrea;I Centro Storico;Entire home/apt;80;2.0;213;22/11/2021;5.02;3.0;335.0;39
12689;25779714;Casa romantica;193741257;Catherine;X Ostia/Acilia;Entire home/apt;70;2.0;36;22/08/2020;0.85;1.0;0.0;0
12690;25788264;GREEN TERRACED APARTMENT Near the city center;44143001;Roberta;VIII Appia Antica;Entire home/apt;92;2.0;60;28/11/2021;1.45;3.0;117.0;6
12691;25788341;Stylish Apartment close to Piazza del Popolo;9661490;Nicola & Francesco;I Centro Storico;Entire home/apt;119;4.0;44;10/10/2021;1.33;2.0;78.0;3
12692;25788983;MIDÚ'S orangeAPARTEMENT downtown Rome;91267383;Michela;VII San Giovanni/Cinecittà;Entire home/apt;270;30.0;12;17/02/2020;0.35;3.0;137.0;0
12694;25790739;Penthouse Ostia;7648426;Graham;X Ostia/Acilia;Entire home/apt;60;3.0;5;29/08/2021;0.12;1.0;365.0;3
12695;25791615;Gianicolo Living 1  tra natura e storia;6454374;Paola;XIII Aurelia;Entire home/apt;65;2.0;40;17/11/2021;0.95;1.0;220.0;6
12696;25792160;Affitta Camere The Serendipity intero appartamento;193425934;Affitta Camere;X Ostia/Acilia;Entire home/apt;90;3.0;1;14/07/2018;0.02;1.0;154.0;0
12697;25792224;Cozy and modern flat near the Colosseum;193816784;Emiliano;I Centro Storico;Entire home/apt;66;2.0;107;26/11/2021;2.51;1.0;333.0;14
12698;25793368;DIANA Room with a city view Feronia Guest House;193836592;Giuseppe;I Centro Storico;Private room;99;2.0;2;24/06/2018;0.05;5.0;308.0;0
12700;25798295;Monolocale con terrazza di 40mq a San Pietro/Cipro;35966817;Silvia;I Centro Storico;Entire home/apt;65;6.0;11;29/08/2021;0.26;1.0;161.0;3
12701;25800059;PEACEFUL LOCATION;193865592;B&B Domus Caracalla;I Centro Storico;Private room;65;1.0;3;21/11/2021;0.08;1.0;360.0;2
12702;25805373;Rome Villa Silj exclusive use  (up to 23 guests);193914312;Eleonora;XV Cassia/Flaminia;Entire home/apt;630;3.0;16;28/11/2021;0.37;1.0;302.0;2
12703;25806811;A 2 passi dal cuore di Roma;173912176;Paolo;VIII Appia Antica;Entire home/apt;85;2.0;17;01/11/2021;0.41;2.0;360.0;2
12704;25822606;Roman Heart 1 - Apartment 1;193424138;Lena;I Centro Storico;Entire home/apt;50;1.0;114;17/11/2021;2.74;4.0;238.0;8
12705;25824433;Luxury superior double room with balcony;868477;Luigi;I Centro Storico;Private room;436;2.0;11;05/12/2021;0.27;8.0;148.0;4
12706;25825959;Roma d'Amore - Suite con Idromassaggio;124201314;Roma;VII San Giovanni/Cinecittà;Hotel room;198;1.0;2;29/05/2019;0.05;3.0;165.0;0
12707;25826310;Charming Apartment, Excellent Location;1783943;Letizia;I Centro Storico;Entire home/apt;185;1.0;3;17/12/2019;0.07;6.0;162.0;0
12708;25829089;Roma  centro tranquillo strategico;152482915;Antonella;I Centro Storico;Private room;30;1.0;66;03/01/2020;1.55;1.0;311.0;0
12709;25830977;Bright and cosy appartament near the city center;158012076;Martina;II Parioli/Nomentano;Entire home/apt;41;4.0;114;05/12/2021;2.68;1.0;312.0;14
12710;25831019;Magenta Luxury Moro 2;7964455;Fatih;I Centro Storico;Entire home/apt;60;1.0;141;24/10/2021;3.32;6.0;170.0;25
12711;25831423;Vatican Stemar Apartment;15640070;Marco E Stefania;XIII Aurelia;Entire home/apt;76;3.0;5;29/10/2021;0.13;3.0;326.0;4
12712;25832079;Vintage mood, brand new, near Coliseum & Termini;194095993;Gianluca & Pat;II Parioli/Nomentano;Entire home/apt;73;4.0;6;12/07/2019;0.19;1.0;6.0;0
12713;25833064;Downtown Studio Rome Pigneto neighborhood,  for 4;194103312;Belkys Amalia;V Prenestino/Centocelle;Entire home/apt;69;1.0;36;02/01/2020;0.85;1.0;180.0;0
12714;25833170;A beautiful room;194103456;Fabio Massimo;XIII Aurelia;Private room;50;1.0;1;16/07/2018;0.02;1.0;0.0;0
12715;25834233;Attico elegante e colorato a due passi da Fontana di Trevi;8024792;Caterina&Paolo;I Centro Storico;Entire home/apt;95;2.0;97;07/09/2020;2.28;3.0;0.0;0
12716;25838827;iFlat | Saint Peter Rendez Vous;23532561;IFlat;XIII Aurelia;Entire home/apt;70;2.0;11;19/09/2021;0.34;175.0;0.0;3
12717;25839979;iFlat | Navona Stylish Apartment;23532561;IFlat;I Centro Storico;Entire home/apt;79;2.0;19;01/05/2019;0.47;175.0;0.0;0
12718;25852156;La Casa di Anto San Giovanni;188822602;Giulia;VII San Giovanni/Cinecittà;Entire home/apt;79;3.0;28;08/11/2021;0.79;1.0;319.0;9
12719;25853159;Top Floor Trastevere double rooms with balcony;193919791;Edoardo;I Centro Storico;Hotel room;70;1.0;81;17/10/2021;1.91;3.0;150.0;41
12720;25855455;A  due passi da Piazza di Spagna...;187252763;Catalin;I Centro Storico;Private room;450;1.0;2;05/10/2018;0.05;3.0;160.0;0
12721;25858341;San Giovanni Romantica;5822858;Serena;VII San Giovanni/Cinecittà;Entire home/apt;80;1.0;4;21/11/2021;0.15;1.0;49.0;2
12722;25859034;Delightful flat close Pantheon & Piazza Navona;16611461;Youcomehere;I Centro Storico;Entire home/apt;200;3.0;7;28/05/2019;0.17;23.0;306.0;0
12723;25860349;Beautiful Home with Peaceful Private Terrace By Colosseum;6766113;Federico;I Centro Storico;Entire home/apt;96;2.0;89;22/10/2021;2.12;14.0;210.0;1
12724;25861156;Glamorous apartment in front of Vatican Museum;5015050;Pietro;I Centro Storico;Entire home/apt;85;3.0;42;28/09/2019;1.08;1.0;0.0;0
12725;25863579;Z-ArCHSuiTes (Wave);74093811;Pierandrea;VII San Giovanni/Cinecittà;Hotel room;130;1.0;20;16/01/2021;0.49;5.0;357.0;1
12727;25875471;The campus apartment rome;30550538;Eleonora;IX Eur;Entire home/apt;28;1.0;3;04/05/2019;0.09;1.0;1.0;0
12728;25877925;PIGNETO 18 Apartament in Rome with private garden;42467986;Angelo & Pamela;V Prenestino/Centocelle;Entire home/apt;71;2.0;138;29/10/2021;3.24;4.0;83.0;24
12729;25879533;BenS' Houses - Trastevere Apartment;133934529;Carlo;I Centro Storico;Entire home/apt;71;2.0;35;26/10/2019;0.88;2.0;118.0;0
12730;25884301;L'attico di Roma - Next to COLOSSEUM;194490806;Giovanni;VII San Giovanni/Cinecittà;Entire home/apt;42;2.0;61;23/02/2020;1.45;1.0;0.0;0
12731;25887796;Newly restored with terrace in Spanish Steps area;4425930;Giacomo;I Centro Storico;Entire home/apt;450;3.0;57;02/11/2021;1.45;3.0;335.0;4
12733;25896452;The sea by Rome;193506347;Loriana;X Ostia/Acilia;Entire home/apt;60;7.0;2;28/07/2018;0.05;1.0;0.0;0
12734;25898408;Appartamento vista mare;194515118;Manuela;X Ostia/Acilia;Entire home/apt;70;7.0;16;16/08/2021;0.41;1.0;0.0;2
12735;25898762;IL NIDO DI ROMA Cozy design studio near Vatican;194623316;Alessandro;XIII Aurelia;Entire home/apt;65;1.0;86;06/11/2021;2.03;1.0;334.0;10
12736;25902162;Redseven Rome Apartment;194648492;Giuseppe;I Centro Storico;Entire home/apt;77;1.0;227;07/12/2021;5.43;2.0;321.0;31
12737;25902448;Piccola Roma;127325702;Banafsheh;I Centro Storico;Private room;20;1.0;69;11/11/2019;1.63;2.0;0.0;0
12738;25908805;StarLight al centro di Roma come a casa vostra;175809286;Martin;I Centro Storico;Private room;45;2.0;3;24/11/2019;0.07;2.0;252.0;0
12739;25915526;Bed & Bike alla Piramide bnbnb;94681222;Francesco;VIII Appia Antica;Private room;42;1.0;95;30/07/2021;2.25;2.0;261.0;3
12740;25926394;Charming25 Apartment;163537356;Marco;I Centro Storico;Entire home/apt;84;2.0;140;21/11/2021;3.32;1.0;135.0;24
12741;25930118;Rome Apartments 1;194900456;RomeApartments;I Centro Storico;Entire home/apt;53;1.0;54;05/10/2021;1.29;3.0;239.0;8
12742;25930243;POP HOUSE in Monti District - Colosseo 2 min;57568166;Gianmarco;I Centro Storico;Entire home/apt;62;2.0;70;29/11/2021;1.65;15.0;262.0;15
12743;25934118;Appartamento Centrale;194931175;Salvatore;VII San Giovanni/Cinecittà;Entire home/apt;80;4.0;39;08/08/2021;0.94;1.0;149.0;5
12744;25937205;Casa dei Sogni;115219704;Karine;X Ostia/Acilia;Entire home/apt;200;1.0;27;02/09/2021;0.70;3.0;363.0;6
12745;25940688;iFlat | Giulia's Apartment;23532561;IFlat;I Centro Storico;Entire home/apt;885;2.0;41;15/02/2020;0.99;175.0;0.0;0
12746;25940904;Delizioso monolocale;102079563;Benedetta;XI Arvalia/Portuense;Entire home/apt;60;1.0;7;16/01/2020;0.20;1.0;67.0;0
12747;25942866;La stanza del musicista;57390673;Elisabetta;XV Cassia/Flaminia;Private room;42;4.0;1;15/09/2021;0.35;2.0;124.0;1
12748;25943183;Detached house in Trastevere, quiet and privacy.;20076572;Gianmaria;I Centro Storico;Entire home/apt;110;2.0;43;26/09/2021;1.09;1.0;225.0;5
12749;25956041;Central Flat Campo de Fiori;79332573;Anna;I Centro Storico;Entire home/apt;55;2.0;30;31/10/2021;0.71;3.0;79.0;5
12750;25957337;Elegant apartment in Trevi Fountain;105902249;Giovanni;I Centro Storico;Entire home/apt;144;3.0;100;23/11/2021;2.47;3.0;92.0;16
12751;25957461;Nicolò V Saint Peter Apartment;195118798;Valerio;XIII Aurelia;Entire home/apt;65;2.0;119;19/11/2021;2.82;1.0;338.0;24
12752;25961354;Carla's room;138656516;Stefano;XII Monte Verde;Private room;59;1.0;11;08/09/2021;0.26;2.0;253.0;3
12753;25962190;ava guesthouse;49693852;Reza;I Centro Storico;Entire home/apt;60;2.0;66;09/03/2020;1.80;1.0;311.0;0
12754;25965185;Modern Minimalism behind the Historic Pantheon;107140245;Giorgio;I Centro Storico;Entire home/apt;105;1.0;253;06/12/2021;6.05;6.0;343.0;28
12755;25965861;Exquisite 2 bed w/Terrace in Trastevere;195151353;Lorenzo;I Centro Storico;Entire home/apt;100;3.0;83;28/11/2021;1.96;1.0;0.0;24
12756;25966558;Bright and cozy flat very close to the Metro Libia;5387353;Valeria;II Parioli/Nomentano;Entire home/apt;60;15.0;11;19/11/2020;0.26;1.0;99.0;0
12757;25966597;Cherry's home;192705746;Costanza;XII Monte Verde;Private room;60;2.0;1;01/01/2020;0.04;1.0;70.0;0
12758;25969564;CAROLINA Room with a view Feronia Guest House;193836592;Giuseppe;I Centro Storico;Private room;99;2.0;1;29/09/2018;0.03;5.0;317.0;0
12759;25976384;SMART HOUSE-MOROSINI. Luxury,Big,2bedroom2bathroom;58804323;Antonio;I Centro Storico;Entire home/apt;67;1.0;108;27/10/2021;2.60;5.0;258.0;1
12760;25985788;Appartamento;194940775;Dani;IV Tiburtina;Entire home/apt;55;2.0;16;30/09/2021;0.38;1.0;99.0;1
12761;25987583;Myo San Pietro;34440455;Emanuela;XIII Aurelia;Entire home/apt;55;3.0;3;15/07/2018;0.07;1.0;0.0;0
12763;25988903;Cozy 4th floor in Monti neighborhood;195346559;Elisabetta;I Centro Storico;Entire home/apt;65;2.0;4;27/07/2019;0.10;1.0;343.0;0
12764;25991826;GaHouse 10 min walk to CityCentre, freeWiFi, AC;61266456;Savoia;I Centro Storico;Entire home/apt;75;2.0;36;26/02/2020;0.87;1.0;0.0;0
12765;25997439;GEA Room Feronia Guest House Pantheon;193836592;Giuseppe;I Centro Storico;Private room;119;2.0;1;02/08/2018;0.02;5.0;342.0;0
12766;25999731;Modern double room next to the central station;123884273;Emanuele;II Parioli/Nomentano;Private room;39;1.0;14;05/12/2021;0.34;4.0;199.0;2
12767;26002069;Top Floor Trastevere double room;193919791;Edoardo;I Centro Storico;Hotel room;78;1.0;15;30/09/2021;0.43;3.0;93.0;6
12768;26002164;Modern triple room next to the central station;123884273;Emanuele;II Parioli/Nomentano;Private room;45;1.0;4;20/09/2021;0.10;4.0;197.0;2
12769;26002390;Top Floor Trastevere triple room with balcony;193919791;Edoardo;I Centro Storico;Hotel room;75;1.0;3;02/10/2020;0.08;3.0;129.0;0
12770;26003608;Modern apartment for 5 people next to the station;123884273;Emanuele;II Parioli/Nomentano;Entire home/apt;74;1.0;7;31/08/2021;0.18;4.0;197.0;1
12771;26004662;Dolce Casa al Colosseo. Intero appartamento.;175262056;Fabio;I Centro Storico;Entire home/apt;84;2.0;143;12/08/2021;3.40;1.0;335.0;6
12772;26016939;The Colosseum Door;25935752;Renting;I Centro Storico;Entire home/apt;112;3.0;109;28/10/2021;2.58;6.0;69.0;6
12773;26020505;Double Superior;183267665;Serena;V Prenestino/Centocelle;Private room;58;2.0;103;22/12/2019;2.51;3.0;361.0;0
12775;26021392;B&B del Khaos;195570780;Mario;VIII Appia Antica;Private room;28;2.0;63;18/09/2021;1.50;1.0;35.0;3
12776;26021982;Z-ArchSuiTes (Icon);74093811;Pierandrea;VII San Giovanni/Cinecittà;Hotel room;91;1.0;31;29/06/2021;0.75;5.0;362.0;1
12777;26022870;Z- ArCHSuiTes (Bump);74093811;Pierandrea;VII San Giovanni/Cinecittà;Hotel room;81;1.0;35;05/09/2020;0.83;5.0;356.0;0
12778;26023189;Z-ArCHSuiTes (Square);74093811;Pierandrea;VII San Giovanni/Cinecittà;Hotel room;81;1.0;9;24/10/2019;0.23;5.0;357.0;0
12779;26023438;Z-ArCHSuiTes (wing);74093811;Pierandrea;VII San Giovanni/Cinecittà;Hotel room;102;1.0;25;30/06/2021;0.61;5.0;363.0;1
12780;26024123;Villa panoramica con piscina;192614346;Antonio;XV Cassia/Flaminia;Entire home/apt;150;7.0;9;29/08/2021;0.22;1.0;37.0;3
12781;26025601;Bro House;195595092;Valerio;VII San Giovanni/Cinecittà;Entire home/apt;43;2.0;62;26/10/2020;1.59;1.0;0.0;0
12782;26029887;Comoda casa per Visitare Roma;42974705;Fiorella;X Ostia/Acilia;Entire home/apt;158;3.0;2;09/07/2019;0.05;1.0;363.0;0
12783;26032049;Magenta Deluxe Moro 4;7964455;Fatih;I Centro Storico;Entire home/apt;55;1.0;157;21/11/2021;3.97;6.0;120.0;54
12784;26032358;Huge independent suite+private bathroom OFFER;8757681;Roger & Team;I Centro Storico;Private room;130;3.0;21;31/10/2021;0.51;18.0;170.0;1
12785;26036414;Rosamunda Penthouse;195170620;Agnese;VII San Giovanni/Cinecittà;Entire home/apt;60;2.0;12;18/10/2019;0.30;1.0;67.0;0
12786;26036819;Ale;195677793;Liliana;X Ostia/Acilia;Private room;42;2.0;12;30/08/2020;0.29;4.0;99.0;0
12787;26045520;Duble room in the center of Roma;178382074;Marta;I Centro Storico;Private room;55;1.0;26;09/10/2021;0.63;2.0;327.0;2
12788;26049055;ROME APARTMENTS 2;194900456;RomeApartments;I Centro Storico;Entire home/apt;65;1.0;32;07/11/2021;0.78;3.0;275.0;13
12789;26049512;ROME APARTMENTS 3;194900456;RomeApartments;I Centro Storico;Entire home/apt;66;1.0;90;29/11/2021;2.19;3.0;299.0;33
12790;26053791;Stylish Open Space Ripa - for 2 in Trastevere!;1369759;Angelo;I Centro Storico;Entire home/apt;66;3.0;94;23/11/2021;2.23;29.0;341.0;12
12791;26053994;Babuino Superior - Spanish steps - NEW OPENING;162347026;Alessandra;I Centro Storico;Entire home/apt;86;1.0;84;25/11/2021;2.04;20.0;342.0;15
12792;26054257;CUTE Room-PRIVATE ENSUITE BATHROOM-A/C;12464901;Daniele;I Centro Storico;Private room;25;1.0;54;26/09/2021;1.29;5.0;335.0;5
12793;26054653;Ripa Charming Apartment in Trastevere;1369759;Angelo;I Centro Storico;Entire home/apt;77;3.0;137;04/11/2021;3.25;29.0;294.0;17
12794;26055515;VATICAN DOME VIEW APARTMENT OTTAVIANO;172378976;Francesco;I Centro Storico;Entire home/apt;100;2.0;40;03/09/2021;0.98;2.0;15.0;6
12796;26056743;Modern apartament for 6 people next to the station;123884273;Emanuele;II Parioli/Nomentano;Entire home/apt;90;1.0;44;01/01/2020;1.06;4.0;183.0;0
12797;26058876;Le Naiadi, beautiful apartment close to Termini;138155473;Alessandra E Ilaria;I Centro Storico;Entire home/apt;80;1.0;88;07/06/2020;2.16;3.0;174.0;0
12798;26058959;Romantic flat near Metro Flaminio/ALSO LONG TERM;195836473;Laura;II Parioli/Nomentano;Entire home/apt;421;2.0;52;21/11/2021;1.26;1.0;340.0;13
12799;26068712;Double Room Roma Tiburtina;194961861;Maddalena;IV Tiburtina;Private room;30;1.0;4;07/10/2019;0.14;1.0;0.0;0
